element,id,amenity,operator,brand,cash_in,opening_hours,target,cafe_300,restaurant_300,pharmacy_300,shop_300,bus_stop_300,cafe_500,restaurant_500,pharmacy_500,shop_500,bus_stop_500,poi_sum_300,poi_sum_500
,,,,,,,0,0,0,1,1,3,1,0,1,1,3,5,6
,,,,,,,0,0,0,0,0,0,1,0,0,0,4,0,5
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,2,0,0,0,2,0,4
,,,,,,,0,1,0,0,0,4,3,2,0,0,6,5,11
,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,2,0,0,0,0,2,2,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,0,0,0,0,0,0,1,0,0,3,0,0,4
,,,,,,,0,1,0,0,1,3,1,0,0,1,4,5,6
,,,,,,,0,0,0,0,0,1,0,1,3,2,4,1,10
,,,,,,,0,0,0,3,3,0,0,1,3,4,1,6,9
,,,,,,,0,0,0,0,0,0,0,0,0,3,0,0,3
,,,,,,,0,0,0,0,1,0,0,0,0,1,2,1,3
,,,,,,,0,2,1,2,2,1,3,1,4,5,4,8,17
,,,,,,,0,2,0,3,3,0,6,1,5,6,5,8,23
,,,,,,,0,0,0,0,3,2,0,1,1,4,4,5,10
,,,,,,,0,0,1,0,1,0,0,2,2,2,5,2,11
,,,,,,,0,0,0,0,0,0,0,0,1,3,0,0,4
,,,,,,,0,0,0,0,1,0,0,0,2,3,6,1,11
,,,,,,,0,0,0,2,1,6,1,1,2,3,8,9,15
,,,,,,,0,0,0,1,1,3,1,1,1,4,5,5,12
,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,1,1,2,0,4
,,,,,,,0,0,0,0,2,2,0,0,0,5,5,4,10
,,,,,,,0,0,0,0,1,1,0,0,0,3,6,2,9
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,1,0,2,1,3,0,7
,,,,,,,0,1,0,0,0,3,1,0,0,1,5,4,7
,,,,,,,0,0,0,0,0,2,1,0,0,0,3,2,4
,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,1,3,0,0,4,4,4,4,12
,,,,,,,0,1,0,2,3,0,1,0,2,4,2,6,9
,,,,,,,0,0,0,0,0,0,1,0,0,2,0,0,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,1,3,0,4
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,2,0,0,0,0,4,2,4
,,,,,,,0,0,0,0,0,2,4,0,1,4,5,2,14
,,,,,,,0,1,0,1,0,2,3,0,2,4,6,4,15
,,,,,,,0,0,0,1,1,0,1,0,1,3,7,2,12
,,,,,,,0,1,0,0,0,4,2,0,0,1,6,5,9
,,,,,,,0,0,0,0,0,2,2,0,0,1,5,2,8
,,,,,,,0,0,0,1,2,5,0,0,1,2,7,8,10
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1
,,,,,,,0,0,0,0,0,0,3,1,0,0,0,0,4
,,,,,,,0,2,0,0,0,0,4,0,0,0,1,2,5
,,,,,,,0,1,0,0,0,0,4,0,0,0,1,1,5
,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,1,0,0,0,0,3,1,3
,,,,,,,0,0,0,0,0,1,1,0,0,1,3,1,5
,,,,,,,0,0,0,0,0,2,3,0,3,1,4,2,11
,,,,,,,0,2,0,3,2,0,5,1,4,5,4,7,19
,,,,,,,0,3,1,0,4,3,3,1,0,4,3,11,11
,,,,,,,0,0,0,0,0,0,1,0,0,2,1,0,4
,,,,,,,0,1,0,0,2,0,1,0,0,3,1,3,5
,,,,,,,0,0,0,0,0,0,0,0,0,1,2,0,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,1,1,0,0,1,2,1,1,4,3,3,11
,,,,,,,0,0,0,1,0,3,2,1,1,4,8,4,16
,,,,,,,0,0,0,0,0,0,0,0,0,1,4,0,5
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,1,1,0,0,0,4,1,5
,,,,,,,0,1,0,0,0,2,1,0,2,0,4,3,7
,,,,,,,0,0,0,0,0,2,0,0,1,0,2,2,3
,,,,,,,0,0,0,0,0,2,0,0,0,0,5,2,5
,,,,,,,0,0,0,0,0,2,0,0,0,0,4,2,4
,,,,,,,0,0,1,0,0,2,1,1,0,1,2,3,5
,,,,,,,0,1,0,0,1,1,1,0,0,1,3,3,5
,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1
,,,,,,,0,0,0,0,0,0,1,0,0,0,1,0,2
,,,,,,,0,1,0,0,0,2,1,0,0,0,4,3,5
,,,,,,,0,0,0,0,0,2,1,0,0,0,6,2,7
,,,,,,,0,1,0,0,0,1,2,0,2,2,3,2,9
,,,,,,,0,2,0,1,2,2,5,1,1,2,6,7,15
,,,,,,,0,3,4,1,1,2,3,4,1,2,8,11,18
,,,,,,,0,0,0,0,0,0,3,3,1,0,8,0,15
,,,,,,,0,0,1,0,0,2,2,2,2,1,5,3,12
,,,,,,,0,0,0,0,0,2,1,0,1,0,4,2,6
,,,,,,,0,0,0,0,0,3,1,0,1,0,7,3,9
,,,,,,,0,1,0,0,0,0,2,0,2,2,7,1,13
,,,,,,,0,0,0,3,3,3,1,0,5,4,4,9,14
,,,,,,,0,0,0,1,2,0,0,0,3,3,0,3,6
,,,,,,,0,0,0,0,1,0,0,0,0,1,2,1,3
,,,,,,,0,0,0,0,0,0,1,0,0,0,2,0,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,1,2,2,2,2,3,3,2,5,12
,,,,,,,0,2,2,1,3,0,2,2,5,5,6,8,20
,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,2,0,0,0,0,2,2,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,1,0,0,0,0,2,1,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,0,0,0,1,1,1,0,1,2,4,2,3,9
,,,,,,,0,0,1,0,0,1,0,1,2,4,1,2,8
,,,,,,,0,0,0,0,1,0,0,0,0,1,0,1,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,2,1,1,1,3,0,8
,,,,,,,0,1,0,0,1,3,2,0,2,3,6,5,13
,,,,,,,0,0,0,0,2,1,0,0,2,5,5,3,12
,,,,,,,0,0,0,1,0,2,0,0,3,2,4,3,9
,,,,,,,0,1,0,0,0,2,1,0,1,3,7,3,12
,,,,,,,0,0,0,0,1,2,0,0,0,2,6,3,8
,,,,,,,0,0,0,0,0,0,0,0,0,2,4,0,6
,,,,,,,0,0,1,0,2,3,0,1,1,2,4,6,8
,,,,,,,0,0,1,0,0,0,0,1,0,0,0,1,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,1,2,0,3
,,,,,,,0,0,0,0,1,2,0,0,0,4,6,3,10
,,,,,,,0,0,0,0,2,2,0,0,0,4,3,4,7
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,4,1,0,2,0,4,4,7
,,,,,,,0,1,0,5,5,2,1,0,6,6,5,13,18
,,,,,,,0,0,0,0,0,4,0,0,4,5,6,4,15
,,,,,,,0,0,0,0,1,3,0,0,0,1,8,4,9
,,,,,,,0,0,0,1,1,2,0,0,2,4,7,4,13
,,,,,,,0,0,0,2,3,2,0,0,2,4,2,7,8
,,,,,,,0,0,0,0,1,0,0,0,0,2,0,1,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,3,2,3,0,0,3,4,4,8,11
,,,,,,,0,0,0,3,2,0,0,0,5,6,0,5,11
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,1,0,0,0,1,2,1,3
,,,,,,,0,0,0,0,1,2,0,0,0,1,2,3,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,1,0,0,0,0,4,1,4
,,,,,,,0,0,0,1,3,2,1,0,2,4,5,6,12
,,,,,,,0,1,1,1,2,1,2,1,2,4,6,6,15
,,,,,,,0,1,1,0,1,2,1,2,1,2,4,5,10
,,,,,,,0,0,0,1,0,1,3,2,1,1,5,2,12
,,,,,,,0,0,0,0,0,2,2,0,0,0,5,2,7
,,,,,,,0,0,0,0,0,3,0,0,0,1,6,3,7
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,1,0,0,0,0,1,0,0,0,0,1,1
,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,1,0,0,0,1,1,0,0,0,1,2,2
,,,,,,,0,1,0,0,0,0,3,0,0,2,2,1,7
,,,,,,,0,0,0,0,0,0,1,0,0,2,1,0,4
,,,,,,,0,0,0,0,0,0,1,0,0,2,2,0,5
,,,,,,,0,1,0,0,2,2,1,0,0,2,2,5,5
,,,,,,,0,0,0,0,0,1,1,0,0,1,5,1,7
,,,,,,,0,0,0,0,0,4,1,1,1,1,7,4,11
,,,,,,,0,0,1,0,0,2,1,2,0,0,5,3,8
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,1,0,0,1,2,0,4
,,,,,,,0,0,0,0,1,2,0,0,0,1,2,3,3
,,,,,,,0,0,0,0,1,0,0,0,0,3,1,1,4
,,,,,,,0,0,0,0,2,1,1,1,1,4,3,3,10
,,,,,,,0,0,0,0,1,0,1,1,1,4,4,1,11
,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,0,1,1,0,0,1,0,3
,,,,,,,0,1,2,0,1,0,3,2,0,2,1,4,8
,,,,,,,0,0,0,0,0,0,2,1,0,2,2,0,7
,,,,,,,0,0,0,0,1,0,1,0,0,3,4,1,8
,,,,,,,0,1,1,0,1,2,2,1,0,3,3,5,9
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,2,0,0,1,1,3,2,5
,,,,,,,0,0,0,0,0,1,0,0,0,0,4,1,4
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,1,1,0,0,0,2,2,2,4
,,,,,,,0,1,0,0,2,2,2,0,0,3,5,5,10
,,,,,,,0,2,0,1,0,2,8,2,1,2,8,5,21
,,,,,,,0,5,1,1,0,4,11,1,4,2,10,11,28
,,,,,,,0,1,0,2,1,2,4,0,3,2,6,6,15
,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,0,1,0,0,0,0,1,0,0,0,4,1,5
,,,,,,,0,0,0,0,1,1,2,0,0,1,6,2,9
,,,,,,,0,1,0,0,1,3,3,2,3,3,6,5,17
,,,,,,,0,0,0,0,1,0,3,2,2,4,2,1,13
,,,,,,,0,0,0,1,1,1,1,0,1,1,3,3,6
,,,,,,,0,1,0,0,0,1,1,0,0,0,2,2,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,2,0,0,0,0,2,2,2
,,,,,,,0,0,0,0,0,0,0,0,3,1,4,0,8
,,,,,,,0,0,0,2,1,0,0,0,5,5,2,3,12
,,,,,,,0,0,0,0,0,0,1,0,2,3,0,0,6
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,1,0,0,0,0,2,1,2
,,,,,,,0,0,0,0,0,2,0,0,0,0,2,2,2
,,,,,,,0,0,0,0,0,1,0,0,0,0,1,1,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,2,2,0,0,4
,,,,,,,0,0,0,1,1,0,0,1,2,4,0,2,7
,,,,,,,0,0,0,0,1,1,0,0,0,3,2,2,5
,,,,,,,0,0,1,0,1,2,0,1,0,4,2,4,7
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,4
,,,,,,,0,0,0,0,0,2,0,0,0,1,3,2,4
,,,,,,,0,0,0,0,0,0,0,0,2,1,1,0,4
,,,,,,,0,0,0,2,1,1,0,0,2,2,2,4,6
,,,,,,,0,1,0,1,3,2,1,0,2,4,7,7,14
,,,,,,,0,0,0,0,0,0,1,0,1,3,6,0,11
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,1,0,0,0,0,4,1,4
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,4
,,,,,,,0,0,0,0,0,2,0,0,0,0,3,2,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,4
,,,,,,,0,0,0,0,1,0,0,0,4,4,0,1,8
,,,,,,,0,0,0,0,0,0,0,0,1,4,0,0,5
,,,,,,,0,0,0,0,2,2,0,0,0,3,4,4,7
,,,,,,,0,0,0,0,1,0,0,0,0,1,3,1,4
,,,,,,,0,0,0,1,0,3,0,0,2,5,4,4,11
,,,,,,,0,0,0,0,1,0,0,1,1,2,2,1,6
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,1,0,0,0,1,2,1,3
,,,,,,,0,0,0,0,1,0,0,0,0,1,0,1,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,2,0,0,0,0,3,2,3
,,,,,,,0,1,0,1,0,2,2,0,2,0,4,4,8
,,,,,,,0,0,0,0,0,2,0,0,1,0,3,2,4
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,2,1,1,0,1,3,2,6
,,,,,,,0,1,1,0,4,1,1,1,0,4,2,7,8
,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,1,0,0,0,0,2,1,2
,,,,,,,0,0,0,0,0,1,0,0,0,0,3,1,3
,,,,,,,0,0,0,0,0,1,0,0,0,0,3,1,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,1,0,0,0,1,1,0,1,3,3,2,8
,,,,,,,0,1,0,0,1,1,1,0,1,2,5,3,9
,,,,,,,0,0,0,1,1,2,0,1,1,2,3,4,7
,,,,,,,0,1,1,0,0,0,2,2,1,1,3,2,9
,,,,,,,0,1,0,0,0,0,2,1,0,0,2,1,5
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,2,1,0,0,0,3,2,4
,,,,,,,0,2,0,0,1,1,2,0,0,2,3,4,7
,,,,,,,0,0,0,0,1,2,1,0,0,3,3,3,7
,,,,,,,0,0,0,0,1,1,0,0,0,1,1,2,2
,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,2,0,0,0,0,2,2,2
,,,,,,,0,1,0,0,1,0,1,0,0,4,0,2,5
,,,,,,,0,1,0,0,2,2,2,0,0,5,4,5,11
,,,,,,,0,1,0,0,2,0,1,0,1,3,3,3,8
,,,,,,,0,0,0,0,0,1,1,0,0,0,2,1,3
,,,,,,,0,0,0,0,0,2,0,0,0,1,4,2,5
,,,,,,,0,0,0,0,0,1,0,1,1,1,4,1,7
,,,,,,,0,1,0,1,2,2,2,0,3,2,4,6,11
,,,,,,,0,3,0,0,2,0,4,3,1,4,2,5,14
,,,,,,,0,1,0,0,2,2,3,1,1,3,2,5,10
,,,,,,,0,0,0,0,0,1,2,0,1,3,3,1,9
,,,,,,,0,1,0,1,3,1,2,0,1,4,3,6,10
,,,,,,,0,1,0,0,1,2,1,0,1,2,3,4,7
,,,,,,,0,1,0,2,4,2,2,0,4,6,5,9,17
,,,,,,,0,0,0,2,3,2,2,0,4,6,4,7,16
,,,,,,,0,0,0,0,1,0,1,0,0,1,0,1,2
,,,,,,,0,0,0,0,0,0,0,0,1,2,0,0,3
,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,2
,,,,,,,0,1,0,0,1,0,1,0,0,3,1,2,5
,,,,,,,0,2,0,0,1,1,7,0,1,2,2,4,12
,,,,,,,0,2,0,0,2,3,10,0,3,6,6,7,25
,,,,,,,0,2,1,0,1,4,4,1,0,4,6,8,15
,,,,,,,0,0,0,0,0,1,1,1,0,0,3,1,5
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,2,0,0,0,2,0,4
,,,,,,,0,1,1,0,0,2,3,3,1,2,4,4,13
,,,,,,,0,1,2,1,2,0,3,2,1,2,2,6,10
,,,,,,,0,0,0,0,0,0,0,0,1,2,0,0,3
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,2,0,3,4,2,0,11
,,,,,,,0,0,0,1,1,0,1,0,2,3,4,2,10
,,,,,,,0,0,0,0,0,0,0,1,0,2,0,0,3
,,,,,,,0,0,1,0,2,0,0,1,1,3,0,3,5
,,,,,,,0,2,0,2,2,0,2,0,2,5,0,6,9
,,,,,,,0,0,0,0,1,0,2,0,1,2,0,1,5
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,0,0,1,0,0,0,0,2,1,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,0,0,1,0,1,0,0,1,0,1,0,2,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,0,0,1,0,2,0,1,1,1,2,3,3,8
,,,,,,,0,0,0,0,0,1,1,0,3,4,5,1,13
,,,,,,,0,0,0,0,0,2,0,0,0,0,2,2,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,2
,,,,,,,0,0,0,1,0,0,1,0,1,1,2,1,5
,,,,,,,0,1,0,0,1,2,1,0,1,1,2,4,5
,,,,,,,0,0,0,0,0,2,0,0,0,1,3,2,4
,,,,,,,0,0,0,0,0,0,0,0,0,0,3,0,3
,,,,,,,0,1,0,0,1,0,1,0,0,1,1,2,3
,,,,,,,0,1,0,0,1,2,1,0,0,1,4,4,6
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,1,3,0,4
,,,,,,,0,0,0,1,2,2,0,0,1,3,3,5,7
,,,,,,,0,0,0,0,0,0,0,0,1,2,5,0,8
,,,,,,,0,0,0,0,0,3,0,0,2,2,7,3,11
,,,,,,,0,0,0,0,0,2,1,0,3,4,4,2,12
,,,,,,,0,0,0,1,2,2,1,0,1,4,3,5,9
